Freq/Type,L5,L4,L3,L2,L1,A,B,R1,R2,R3,R4,R5
,ཕྲག་,–[270a.5]བཅྭ་,བརྒྱད་,དེ་,དག་,གིས་ངས་,གི་སངས་,རྒྱས་,ཀྱི་,ཞིང་,གི་,
,དག་,པ་,ཐོས་,ནས་,བདག་,གིས་ངས་,གི་སངས་,རྒྱས་,ཀྱི་,ཞིང་,ཡང་,
12: -མ་,,,,,,,,,,,,
,སྨྲས་,ང་,འདྲ་,ཁམས་,གསུམ་,མ་,,མེད,།,_,།,
,སྒྲ་,ལ་,བྱེད་,པ་,པོ་,མ་,,མ་,མཆིས,།,_,
,ཤིང་,གང་,དུའང་,མཆིས་,མ་,མ་,,མཆིས,།,_,།,
,ས་,དང་,ཆུ་,དང་,རླུང་,མ་,,མ་,མཆིས,།,_,
,།,ཆོས་,གང་,སྐྱེ་,བ་,མ་,,མ་,མཆིས་,འབྱུང་,མ་,
,_,།,འཆི་,འཕོ་,མ་,མ་,,མཆིས་,རྒ་,བར་,མི་,
,ཆོས་,ལ་,ཆོས་,ཀྱིས་,མཐོང་,མ་,,མ་,མཆིས,།,_,
,ཆོས་,ལ་,བྱེད་,པ་,སུ་,མ་,,མ་,མཆིས,།,_,
,གཉིས་,དང་,མི་,གཉིས་,ཆོས་,མ་,,མ་,མཆིས,།,_,
,རིག་,བགྱི་,དེ་,ཡང་,སྐྱེ་,མ་,,མ་,མཆིས,།,_,
,འོང་,བ་,དམིགས་,སུ་,ཡོད་,མ་,,མ་,མཆིས,།,_,
,ཐུབ་,པ་,ཁྱོད་,ལས་,ལྷག་,མ་,,མ་,མཆིས,།,_,
11: -གང་ས་+གངས་,,,,,,,,,,,,
,ངན་,ལས་,འདའ་,བའི་,ཕྱིར་,གང་ས་,གངས་,ཀྱི་,སྨན་,དང་,།,
,གླང་,པོ་,ཆེ་,བཟང་,ཁྱད་,གང་ས་,གངས་,ཀྱི་,–[78b.2],རི་,བཞིན་,
,བའི་,སེམས་,ཅན་,རྣམས་,ཀྱིས་,གང་ས་,གངས་,ཀྱི་,རི་,ལས་,བྱུང་,
,ཏེ,།,_,གལ་,ཏེ་,གང་ས་,གངས་,ཀྱི་,རི་,ལས་,བྱུང་,
,སྤོས་,ལྟར་,བཅོས་,པ་,ལ་,གང་ས་,གངས་,ཀྱི་,རི་,ལས་,བྱུང་,
,དེ་,དག་,གིས་,འདི་,ནི་,གང་ས་,གངས་,ཀྱི་,རི་,ལས་,བྱུང་,
,སྤོས་,ཀྱི་,ཚོང་,འདུས་,སུ་,གང་ས་,གངས་,ཀྱི་,རི་,ལས་,བྱུང་,
,སུ་,རུང་,བ་,བཤགས་,པས་,གང་ས་,གངས་,ཀྱི་,རི་,ལས་,བྱུང་,
,འབྱུང་,ངོ་,།,_,།,གང་ས་,གངས་,ཀྱི་,རི་,ལ་,རྩྭའི་,
,ཡོད་,དོ,།,_,།,གང་ས་,གངས་,ཀྱི་,རི་,ལ་,ཡང་,
,ཡོན་,ཏན་,ལས་,སྨོས་,ཏེ་,གང་ས་,གངས་,ཀྱི་,རི་,ལ་,ནི་,
11: -ཤཀྱ་+ཤཱཀྱ་,,,,,,,,,,,,
,པར་,རྫོགས་,པའི་,སངས་,རྒྱས་,ཤཀྱ་,ཤཱཀྱ་,ཐུབ་,པ་,ཞེས་,བྱ་,
,པར་,རྫོགས་,པའི་,སངས་,རྒྱས་,ཤཀྱ་,ཤཱཀྱ་,ཐུབ་,པ་,ཞེས་,བྱ་,
,མི་,དེ་,–[158b.3],སངས་,རྒྱས་,ཤཀྱ་,ཤཱཀྱ་,ཐུབ་,པའི་,ཆོས་,ལ་,
,_,།,ཀྭའི་,སངས་,རྒྱས་,ཤཀྱ་,ཤཱཀྱ་,ཐུབ་,པའི་,ཆོས་,ནི་,
,པ,།,_,སངས་,རྒྱས་,ཤཀྱ་,ཤཱཀྱ་,ཐུབ་,པའི་,སློབ་,མ་,
,ལ་,ལུང་,བསྟན་,པ་སངས་,རྒྱས་,ཤཀྱ་,ཤཱཀྱ་,ཐུབ་,པ་,ཡོན་,མང་,
,དེ,།,_,ཀུན་,མཚན་,ཤཀྱ་,ཤཱཀྱ་,ཐུབ་,པ་,ཞེས་,བྱའོ,
,པའི་,དུས་,ན་,སངས་,རྒྱས་,ཤཀྱ་,ཤཱཀྱ་,ཐུབ་,པའི་,སློབ་,མ་,
,།,_,།,ཀུན་,ཀྱང་,ཤཀྱ་,ཤཱཀྱ་,སེང་,གེ་,ཡི,།,
,ལམ་,བསྐྱེད,།,_,།,ཤཀྱ་,ཤཱཀྱ་,སེང་,གེ་,འཕྲུལ་,ཅན་,
,པར་,རྫོགས་,པའི་,སངས་,རྒྱས་,ཤཀྱ་,ཤཱཀྱ་,ཐུབ་,པ་,ཞེས་,བྱ་,
11: -།།+།_།,,,,,,,,,,,,
,སྒྱུ་,མའི་,ཆོས་,ཅན་,ནོ,།།,།_།,དེ་,བཞིན་,གཤེགས་,པ་,
,མེད་,པ་,དང་,ལྡན་,ནོ,།།,།_།,འོད་,སྲུང་,ཆེན་,པོ་,
,ཅིག་,ནི་,གཟུགས་,ཅན་,ནོ,།།,།_།,ཁ་,ཅིག་,ནི་,གཟུགས་,
,བདེ་,བ་,དང་,ལྡན་,ནོ,།།,།_།,གསོལ་,པ,།,_,
,སྨོན་,ལམ་,དང་,ལྡན་,ནོ,།།,།_།,འཇམ་,དཔལ་,བྱང་,ཆུབ་,
,དག་,པ་,དང་,ལྡན་,ནོ,།།,།_།,ཡང་,དེ་,བཞིན་,གཤེགས་,
,ཆེ་,བདུན་,དང་,ལྡན་,ནོ,།།,།_།,དེ་,ལ་,རིན་,པོ་,
,པ་,དང་,ལྡན་,–[253b.4],ནོ,།།,།_།,དེ་,ལྟར་,དགེ་,སློང་,
,དེ་,སྙེད་,དང་,ལྡན་,ནོ,།།,།_།,དེ་,ལྟ་,བས་,ན་,
,མེད་,པ་,དང་,ལྡན་,ནོ,།།,།_།,ཚེ་,དང་,ལྡན་,པ་,
,པ་,དང་,ཡང་,ལྡན་,ནོ,།།,།_།,ཀུན་,དགའ་,བོ་,ཁྱོད་,
11: -མན་ར་+མནར་,,,,,,,,,,,,
,_,སེམས་,ཅན་,དམྱལ་,བ་,མན་ར་,མནར་,མེད་,པ་,ལ་,སོགས་,
,མཁྱེན་,བཞིན་,དུ་,དེ་,དག་,མན་ར་,མནར་,མེད་,པ་,ཤིན་,ཏུ་,
,ཇི་,ལྟར་,དགེ་,སློང་,རྣམས་,མན་ར་,མནར་,མེད་,པར་,འགྲོ་,བར་,
,བ,།,_,མུ་,གེས་,མན་ར་,མནར་,བ,།,_,རང་,
,འབྲས་,བུས་,མྱུར་,–[148a.2],དུ་,མན་ར་,མནར་,མེད་,པར་,སྐྱེ་,བར་,
,གྱུར་,ལ,།,_,།,མན་ར་,མནར་,མེད་,འཇིགས་,པར་,ཇི་,
,།,_,།,དེ་,ནི་,མན་ར་,མནར་,མེད་,འཇིགས་,པར་,འགྲོ,
,སྟོར་,ཏེ་,ཁུང་,ཟབ་,མོ་,མན་ར་,མནར་,མེད་,པའི་,དམྱལ་,བར་,
,ཚེ་,ཟད་,པའི་,འོག་,ཏུ་,མན་ར་,མནར་,མེད་,པའི་,སེམས་,ཅན་,
,དམྱལ་,བར་,ཤི་,ནས་,སླར་,མན་ར་,མནར་,མེད་,པའི་,སེམས་,ཅན་,
,པའི་,འོག་,ཏུ་,སླར་,ཡང་,མན་ར་,མནར་,མེད་,པའི་,སེམས་,ཅན་,
11: -མོད+མོད་ཀྱི,,,,,,,,,,,,
,རྣ་,བ་,དབུག་,པ་,བསྟན་,མོད,མོད་ཀྱི,།,_,ངའི་,རྣ་,
,འབྱུང་,བའི་,བྱ་,བ་,སྟོན་,མོད,མོད་ཀྱི,།,_,ངའི་,ལུས་,
,དུ་,ཡང་,དག་,པར་,ཤེས་,མོད,མོད་ཀྱི,།,_,ངའི་,ལུས་,
,རང་,བཞིན་,གྱི་,སྐུར་,གནས་,མོད,མོད་ཀྱི,།,_,སེམས་,–[65a.2],
,ཤེས་,བསྒོམས་,པ་,དང་,ལྡན་,མོད,མོད་ཀྱི,།,_,བྱིས་,པ་,
,–[78b.2],རི་,བཞིན་,ཞེས་,བྱ་,མོད,མོད་ཀྱི,།,_,ཅི་,ཟླ་,
,འདུན་,དབྱེ་,བར་,མི་,ནུས་,མོད,མོད་ཀྱི,།,_,དེ་,བཞིན་,
,ཐམས་,ཅད་,གསོ་,བར་,བྱེད་,མོད,མོད་ཀྱི,།,_,གསོར་,མི་,
,ཅད་,ཀྱི་,ནད་གསོ་,བར་,བྱེད་,མོད,མོད་ཀྱི,།,_,དེས་,ཀྱང་,
,དབང་,ཕྱུག་,གི་,མཆོག་,ལགས་,མོད,མོད་ཀྱི,།,_,དེ་,དག་,
,པོ་,ཆེའི་,གྲངས་,སུ་,འགྲོ་,མོད,མོད་ཀྱི,།,_,དེ་,ལ་,
11: -སྐྱིདཔའི་+སྐྱིད་པའི་,,,,,,,,,,,,
,།,དེ་,ལྟར་,མཆོག་,ཏུ་,སྐྱིདཔའི་,སྐྱིད་པའི་,ཁྱིམ་,བདག་,འཁོར་,ལོས་,
,ཚེ་,ཟད་,ཀྱི་,བར་,དུ་,སྐྱིདཔའི་,སྐྱིད་པའི་,ཡོ་,བྱད་,དོ་,ཅོག་,
,གྱི་,རྒྱལ་,པོ་,བྱས་,ནས་,སྐྱིདཔའི་,སྐྱིད་པའི་,ཡོ་,བྱད་,དོ་,ཅོག་,
,གྱི་,རྒྱལ་,པོ་,བྱས་,ནས་,སྐྱིདཔའི་,སྐྱིད་པའི་,ཡོ་,བྱད་,དོ་,ཅོག་,
,གྱི་,རྒྱལ་,པོ་,བྱས་,ནས་,སྐྱིདཔའི་,སྐྱིད་པའི་,ཡོ་,བྱད་,དོ་,ཅོག་,
,གྱི་,རྒྱལ་,པོ་,བྱས་,ནས་,སྐྱིདཔའི་,སྐྱིད་པའི་,ཡོ་,བྱད་,དོ་,ཅོག་,
,ལོ་,སྟོང་,གི་,བར་,དུ་,སྐྱིདཔའི་,སྐྱིད་པའི་,ཡོ་,བྱད་ཐམས་,ཅད་,ཀྱིས་,
,མེ་,དོང་,ཟབ་,མོ་,བདེ་,སྐྱིདཔའི་,སྐྱིད་པའི་,སེམས་,སྐྱེས་,པ་,དང་,
,བ་,ལ,།,_,བདེ་,སྐྱིདཔའི་,སྐྱིད་པའི་,སེམས་,སྐྱེས་,ཏེ,།,
,–[199b.4],དང་,།,_,བདེ་,སྐྱིདཔའི་,སྐྱིད་པའི་,གནས་,ལ་,རྒུད་པའི་,མྱ་,
,གྱི་,གནས་,ལ་,ནི་,བདེ་,སྐྱིདཔའི་,སྐྱིད་པའི་,སེམས་,སྐྱེས་,ཏེ,།,
10: -བཞེས་+བཞིས་,,,,,,,,,,,,
,ལུས་,ནད་,བཞི་,བརྒྱ་,རྩ་,བཞེས་,བཞིས་,གཟིར་,བ་,འདི་,སྙིང་,
,གྱི་,ནད་,བཞི་,བརྒྱ་,རྩ་,བཞེས་,བཞིས་,གནོད་,པར་,གྱུར་,པ་,
,པོ་,ནི་,སྣ་,གྲངས་,འདི་,བཞེས་,བཞིས་,ཆོས་,སྟོན་,པར་,བྱེད་,
,ཆུབ་,སེམས་,དཔའ་,སྣ་,གྲངས་,བཞེས་,བཞིས་,ཆོས་,སྟོན་,པའི་,ལེའུ་,
,རྣམས་,ལ་,ཕྱིན་,ཅི་,ལོག་,བཞེས་,བཞིས་,ཕྱིན་,ཅི་,ལོག་,ཏུ་,
,སློང་,ཁྱབ་,དོན་,ནི་,སྡེ་,བཞེས་,བཞིས་,བརྙས་,ཏེ,།,_,
,བུ་,མི་,ངན་,པ་,དེ་,བཞེས་,བཞིས་,ཁྱིམ་,ན་,འདུག་,–[188a.2],
,བྱས་,ཏེ,།,_,རྣམ་,བཞེས་,བཞིས་,ཡོན་,གསོལ་,ན་,ཀུན་,
,ཀྱི་,བར་,དུ་,རྣམ་,པ་,བཞེས་,བཞིས་,ཡོན་,གསོལ་,ན,།,
,བསྡུ་,བའི་,–[249a.4],དངོས་,པོ་,བཞེས་,བཞིས་,སེམས་,ཅན་,རྣམས་,སྡུད་,
10: -ད_,,,,,,,,,,,,
,པ་,མི་འམ་,ཅིའི་,བདག་,པོ་,ད_,,གང་,གཱའི་,ཀླུང་,བཞི་,
,བསྙེན་སྐུལ་,བྱེད་,ཅེས་,བྱ་,བ་,ད_,,དེ་,མགར་,བའི་,བུ་,
,བ་,ཡང་,ཤིན་,ཏུ་,རྙེད་,ད_,,པར་,དཀའོ,།,_,
,སྒོ་,ནི་,སངས་,རྒྱས་,ཀྱིས་,ད_,,གསུངས་,པའི་,མདོ་,སྡེ་,
,གསང་,སྔགས་,དང་,།,_,ད_,,སྨན་,–[117b.5],རྣམས་,བྱང་,
,པའང་,མེད,།,_,རྟག་,ད_,,པའང་,མེད,།,_,
,དེ་,ལྟ་,སྟེ་,ཐ་,མལ་,ད_,,པའི་,ཡི་,གེ་,ལ་,
,ལ་,གཅིག་,ཕྱོགས་,མཆི་,མས་,ད_,,ངུ,།,_,།,
,།,_,།,བར་,སྣང་,ད_,,འདི་,ན་,དེང་,འདུག་,
,ན་,གནས་,པ་,མི་,ཡིས་,ད_,,མངོན་,མཆོད་,མཐོང་,།,
10: -འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,,,,,,,,,,,
,_,།,དེ་,ནས་,དེའི་,འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,ཚེ་,ལྷའི་,བུ་,དབང་,
,སྤྱན་,འདྲེན་,ན,།,_,འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,བདག་,གི་,དབུལ་,བ་,
,_,།,སྐྱེ་,བོ་,སྡུག་,འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,བསྔལ་,འཁོར་,ལོར་,རྟག་,
,སྟེའུ་,དང་,ཙན་,དན་,ལྟ་,འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,བུ་,ཞེས་,བགྱི་,བའི་,
,།,_,རྡོ་,དག་,གིས་,འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,གནོད་,པ་,བགྱིད་,པ་,
,བོ་,ཞེས་,ཀྱང་,བསླབ་,པར་,འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,འཚལ་,ལོ,།,_,
,དེ་,དག་,ནི་,ཆོས་,ལ་,འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,གནས་,པ་,ཡིན་,ནོ,
,བཞིན་,གཤེགས་,པའི་,མྱ་,ངན་,འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,ནི་,ནམ་,མཁའ་,དང་,
,དང་,ཆུ་,དང་,།,_,འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,རི་,ལས་,སྐྱེས་,པ་,
,ཤི་,བའམ,།,_,མེད་,འཕགས་པ་ཡོངས་སུ་སྟ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།།_,,པར་,སོང་,བ་,ཡིན་,
10: -འདྲ་འོ་+འདྲའོ་,,,,,,,,,,,,
,སྲས་,སྒྲ་,གཅན་,ཟིན་,དང་,འདྲ་འོ་,འདྲའོ་,ཞེས་,བྱས་,ནས་,ཚིགས་,
,ན་,རེ་,འོ་,མ་,དེ་,འདྲ་འོ་,འདྲའོ་,ཞེས་,ཟེར་,ན་,ཁྱེད་,
,ནི་,འཕགས་པ་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ཆེན་པོ་ཇིག་པ་ཆེན་པོའི་མདོ_,བུའི་,ཤ་,དང་,འདྲ་འོ་,འདྲའོ་,ཞེས་,བྱ་,ན་,ཤ་,
,རྣམས་,ཀྱིས་,ནི་,མི་,དང་,འདྲ་འོ་,འདྲའོ་,སྙམ་,དུ་,ཡང་,དག་,
,ཐམས་,ཅད་,མིའི་,ཚུལ་,དང་,འདྲ་འོ་,འདྲའོ་,སྙམ་,དུ་,ཡང་,དག་,
,འདྲའོ,།,_,།,དེ་,འདྲ་འོ་,འདྲའོ་,ཞེས་,དཔེས་,བསྟན་,ཏོ,
,ནང་,ན་,ཞིང་,གི་རྡོ་,དང་,འདྲ་འོ་,འདྲའོ་,ཞེས་,གསུངས་,ན་ད་,ནི,
,ཀྱིས་,ཀྱང་,བདག་,ཅག་,དང་,འདྲ་འོ་,འདྲའོ་,སྙམ་,དུ་,འཛིན་,ཏེ་,
